Ticker,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
CIPLA,0.09423833987571031,0.7889679194542251,-0.9324971592632557,0.8932925772053322,0.8680331286655721,-0.9351334096447467,0.9168613821520638,-0.936643677681566,0.8835166596402727,-0.9312645310611898,0.8765899393365533,-0.9391326543355369,1.0,0.8701536428104478,-0.9144564801954045,-0.9247810262796128,0.8954788963594268,0.8623502914631967,0.6240752389564678,0.8876064724273918,-0.9326629426991256,0.894288788613365,-0.9364662330389533,0.8967165608177737,-0.3239800882422932,-0.8096876895424113,0.9204956132187176,-0.8370160414946477,-0.8936991477554258,-0.8582706280420359,0.8488311815234747,-0.9332484217143293,0.9190233351598207,0.8934797314449051,0.7573332871300982,0.5235053332872515,-0.9340605214844726,-0.032405106079582274,0.8427222677014486,-0.898915487760621,0.9372361038660822,0.8587819332789717,0.7237006763029009,0.8981878053072938,-0.9397039305116238,0.8858564070207151,-0.8934306068524983,0.6925951011739887,-0.6414721694105271,0.9079876800295742
COALINDIA,0.49453393923651795,0.8764249346924998,-0.9039764756380505,0.8787576234027816,0.8873679097016197,-0.9013136378380388,0.9092648485771005,-0.903061391714868,0.941697283818851,-0.8974354643878808,0.9373429806863774,-0.9122407968757079,0.8701536428104478,1.0,-0.896058483359558,-0.8838143235623493,0.8913598971600385,0.8617923981840456,0.6953175205264073,0.8826219874978501,-0.9012845660594095,0.9117066789565548,-0.9115268549031946,0.8953046717148121,-0.19803424791493038,-0.7730515917537527,0.9083795567225963,-0.7616812186329219,-0.8435924957942811,-0.7807690093756738,0.8540484009932875,-0.8979419112977077,0.8913499704491799,0.9438921000855626,0.8880462736139002,0.6583215344644102,-0.8895669896738785,0.028966329265656936,0.9094498988185168,-0.836052884170031,0.889871950222947,0.8610194097053006,0.7968491251003492,0.9323856125086032,-0.9124058063166371,0.8798013249432235,-0.8505731771289043,0.7144473941247078,-0.5621959340190006,0.9013096523123219
DRREDDY,0.16455213475025532,-0.8020381792635805,0.9916214477739017,-0.9162671716097329,-0.8984435470923964,0.9892644242476901,-0.9451094315627177,0.990384879101216,-0.9150819196492552,0.9892051603582859,-0.9071448872312781,0.9921134695418022,-0.9144564801954045,-0.896058483359558,1.0,0.9829817487591717,-0.9109868322772862,-0.8895824457751395,-0.6539457820850357,-0.9196807181847948,0.9899919300609379,-0.922483036509258,0.990756344488953,-0.9350490488147025,0.3677354447013098,0.8805617246675247,-0.953685748918094,0.9193774075848762,0.9450104696587707,0.9317864350502323,-0.850796530839742,0.9891065952587672,-0.9520020478143971,-0.9221903478455756,-0.7779754347559651,-0.4916736234324968,0.9894602445151132,0.10672334187818336,-0.8767160351276776,0.9623707628779492,-0.9266320814189984,-0.8887247298949574,-0.7305670423659828,-0.9224860775265011,0.9920930252515462,-0.9182358466876879,0.9583212037212685,-0.6804859668756059,0.7327104717647994,-0.9385470754184926
EICHERMOT,0.33164697118309283,-0.7873858375913552,0.9890661066498646,-0.9056054957542192,-0.8820383872179722,0.9882482999860146,-0.9406366807996538,0.9880485344797859,-0.9019707421971698,0.9879037103968034,-0.8982545102122624,0.9884726884370891,-0.9247810262796128,-0.8838143235623493,0.9829817487591717,1.0,-0.8983405098773007,-0.887286878985219,-0.6324316909232351,-0.9090633478986335,0.988379687603046,-0.9137923915494192,0.987054622111766,-0.915554228492595,0.39421539110073295,0.8722724253924732,-0.9461427921054749,0.9238637971710751,0.954424736702072,0.9411805645684231,-0.8354058285284108,0.9895148559570751,-0.9504857760074987,-0.9138439869617554,-0.7670004588804009,-0.48260542441296406,0.9888123271221636,0.12780079629708893,-0.8598597275220415,0.9687752477267613,-0.9307017081077805,-0.8802917610267119,-0.7129574009948143,-0.9117842229990936,0.9885038119630688,-0.9146291464899187,0.9612780519346048,-0.6678663463847331,0.7401702530423272,-0.9339154816432634
GRASIM,0.34446791320876796,0.8379305359560367,-0.9217868351544495,0.9121347110967046,0.9028293092144565,-0.9203952082377018,0.9385126731685471,-0.9191475518218004,0.9100392059761929,-0.9148825500881897,0.9081088724368256,-0.929041431114774,0.8954788963594268,0.8913598971600385,-0.9109868322772862,-0.8983405098773007,1.0,0.8700762087713463,0.7072696239419144,0.9014578429260636,-0.918536458636831,0.928816308507585,-0.9234054502646859,0.927364090696993,-0.2181582009561741,-0.7789463358454914,0.925961177445746,-0.7750558166240819,-0.8612617584458144,-0.8221580920496362,0.8666128311751129,-0.9159526885387919,0.9241855058887849,0.9239454433391598,0.8146614482698837,0.5933327009075061,-0.9125409898783378,0.01579517236960228,0.901185758590716,-0.8641121017869741,0.9088669066810999,0.8840623285406101,0.7820389136959902,0.9321427982358661,-0.9296779382187756,0.8931858828498842,-0.8570172396499143,0.7157402253149884,-0.5152753648692526,0.9161995419962444
HCLTECH,0.13991584818529543,0.7822299518036718,-0.8991824818787986,0.8641267263100004,0.8464174362130471,-0.9011775249034197,0.905003586252186,-0.9019693428160271,0.8790155739977319,-0.8939317082781572,0.8617573052958831,-0.9083183365777686,0.8623502914631967,0.8617923981840456,-0.8895824457751395,-0.887286878985219,0.8700762087713463,1.0,0.6252869832833627,0.8672683997535705,-0.9015575133508636,0.890180149913239,-0.9030107097358219,0.8731511967412758,-0.2802866666561255,-0.6529784480945787,0.8983521051244444,-0.7880832471061788,-0.8526773811113536,-0.8152965970602951,0.8332031474862995,-0.8966804097491465,0.8899500478850877,0.8769762760830468,0.7808204914963721,0.51141454077052,-0.8944698217053703,0.012331191767400662,0.8509453481408135,-0.8525595610513663,0.8840629302362117,0.8578237943303206,0.7587399561646088,0.892285980890371,-0.9066505851741004,0.9312543392138539,-0.8509873364677568,0.6993344645065002,-0.5914105890594747,0.9401721195574192
HDFCBANK,0.33811803466909623,0.7105728462041075,-0.6654712620021703,0.6975071733016558,0.7423846550700908,-0.6582432229123647,0.7114039599281827,-0.6545379064578954,0.7153688162688936,-0.6536719785430621,0.687612026231383,-0.6716976915818808,0.6240752389564678,0.6953175205264073,-0.6539457820850357,-0.6324316909232351,0.7072696239419144,0.6252869832833627,1.0,0.6865333446346769,-0.6637212835069871,0.6982427062374321,-0.6664947337169688,0.7406706987595002,0.01072014415072339,-0.5470727109611159,0.6819564378202688,-0.5041054498048454,-0.5487925302196216,-0.5363740067416705,0.7064075998828471,-0.6529121865260195,0.6654233530546239,0.7177906633564818,0.6619729651000915,0.5464323244730291,-0.6479956595902069,0.10187357093642516,0.7195296207567713,-0.5852014551706424,0.655564468282295,0.6414163184758177,0.606465607412718,0.7284120507487039,-0.6721989336789403,0.6827400560833229,-0.6080909352519053,0.5259771132319397,-0.2956255056791004,0.685123669452867
HDFCLIFE,0.21683936983717594,0.8162352801030103,-0.9272850972124224,0.8954597865983304,0.8869598380822437,-0.9233214274437096,0.9315449467045975,-0.9233477658845919,0.9000281052246604,-0.9205536177426239,0.8862137650778722,-0.9327845076365273,0.8876064724273918,0.8826219874978501,-0.9196807181847948,-0.9090633478986335,0.9014578429260636,0.8672683997535705,0.6865333446346769,1.0,-0.9232923140221736,0.9011290564336173,-0.9268361961446029,0.904329482417253,-0.2751570697900123,-0.8011560514520298,0.9205662549543855,-0.8151956552838402,-0.8681218973163305,-0.837725576065872,0.850784561339594,-0.9202285053650909,0.9134401307892227,0.901562967647457,0.789311951881059,0.517893982112274,-0.9213961938352162,0.1381847893398462,0.8678414982047804,-0.8721595690491953,0.9052696203183119,0.8748888263632554,0.755957332884247,0.9101825065171835,-0.93245373981618,0.8881043363562808,-0.8742006914954035,0.7063053618463752,-0.6073389574843903,0.9128504566914105
HEROMOTOCO,0.20857649616245805,-0.8081339857185044,0.9957111955791687,-0.9222520567148059,-0.9017191086869744,0.9957437152224891,-0.9533398567727294,0.9953135487496546,-0.9230202436362298,0.9931794526983503,-0.913085719286291,0.9967349621083994,-0.9326629426991256,-0.9012845660594095,0.9899919300609379,0.988379687603046,-0.918536458636831,-0.9015575133508636,-0.6637212835069871,-0.9232923140221736,1.0,-0.9294672126801427,0.995212407072837,-0.9371558338804702,0.37474721337112565,0.8738193132061489,-0.9620068046026038,0.9181988507637177,0.9549929424221779,0.9364241546673207,-0.8546037937393003,0.9944529252804727,-0.9585416525965185,-0.9316063538600241,-0.7858780338446091,-0.5052081570658741,0.9941587272489759,0.09769010378367175,-0.8838260292813422,0.967784464969137,-0.9412409742264264,-0.8915552972463634,-0.7351842440722537,-0.9278831755530279,0.996659415849373,-0.9293321916442391,0.9648266685053224,-0.6863365358290884,0.7307070853261246,-0.9485642120375453
HINDALCO,0.3049663395211938,0.8368465065551689,-0.9355759249561647,0.9008462404570279,0.887537670465417,-0.9291351233983774,0.9312169737981658,-0.9311957221383,0.9201705981007818,-0.9244822450700213,0.9129982808532602,-0.9385524064634235,0.894288788613365,0.9117066789565548,-0.922483036509258,-0.9137923915494192,0.928816308507585,0.890180149913239,0.6982427062374321,0.9011290564336173,-0.9294672126801427,1.0,-0.9348207701041753,0.9067483459056804,-0.2490515367744119,-0.7895875742719296,0.9213254597389545,-0.7738212775905151,-0.8758814806108783,-0.8362159349230943,0.8689765583120204,-0.9257249210320277,0.9177286871376413,0.9242183220444021,0.8345352251446664,0.5957958635597375,-0.9245029980800425,-0.01521407099390863,0.8905678768015515,-0.8784872571016251,0.9195795837835412,0.8740862331088525,0.7900247388988365,0.9563756403211267,-0.9386285190887402,0.9074511053360871,-0.8791475630240608,0.7245861240185549,-0.5974836933614268,0.9247287171998869
HINDUNILVR,-0.0007956567569890336,-0.8181496931463048,0.995593271656197,-0.9211729123426977,-0.9079495139238984,0.9943552247721884,-0.9565789302722,0.9957228352911527,-0.9279435428905148,0.9935530004468798,-0.9210254974898703,0.9977495506207193,-0.9364662330389533,-0.9115268549031946,0.990756344488953,0.987054622111766,-0.9234054502646859,-0.9030107097358219,-0.6664947337169688,-0.9268361961446029,0.995212407072837,-0.9348207701041753,1.0,-0.9416584666407956,0.36498010106375495,0.8760959535564828,-0.9589996124186928,0.9159611187663278,0.955743449274417,0.9318548975240707,-0.8651184861094414,0.9939188902502077,-0.9557732621354018,-0.937682630583945,-0.7969503188088258,-0.5201106284516437,0.9936466359939078,0.10013925525404638,-0.8915290566836187,0.9636108996013898,-0.9464233472207683,-0.8868167844716165,-0.7472343793435873,-0.9345756618266672,0.997408304238681,-0.9298744202205319,0.9624379299166219,-0.695295906935888,0.722675539591603,-0.9502339596939842
ICICIBANK,0.3945843733469138,0.857931786216189,-0.9383458632556814,0.8979781580474023,0.9464956141409738,-0.9374810864919256,0.9456218073169012,-0.9343038320010589,0.9152779407511437,-0.9274849454407738,0.9006060546929888,-0.9438481058155025,0.8967165608177737,0.8953046717148121,-0.9350490488147025,-0.915554228492595,0.927364090696993,0.8731511967412758,0.7406706987595002,0.904329482417253,-0.9371558338804702,0.9067483459056804,-0.9416584666407956,1.0,-0.23094123286863155,-0.7916048970690086,0.9397455024347001,-0.8124055766465977,-0.8578246573352505,-0.8321628229386195,0.8742153164367619,-0.9327694270354705,0.9207788505064013,0.927189140683325,0.808894856085177,0.5718677868646559,-0.9279160140315027,-0.006825974527378095,0.9191810139681866,-0.8730798825058113,0.917901404166085,0.8689166486915155,0.7546313923562294,0.9258173083460378,-0.9436255721469026,0.9030869946273599,-0.8942622303216798,0.6909085537792542,-0.5773070342517155,0.9245460933787395
INDUSINDBK,0.39134697585260536,-0.07036554073341415,0.3677163804683764,-0.27378636786366806,-0.19727843828836872,0.3757575116489338,-0.23878024242236823,0.3850251551498756,-0.22807875385635482,0.38008930765354626,-0.20500973579372073,0.3619809944458097,-0.3239800882422932,-0.19803424791493038,0.3677354447013098,0.39421539110073295,-0.2181582009561741,-0.2802866666561255,0.01072014415072339,-0.2751570697900123,0.37474721337112565,-0.2490515367744119,0.36498010106375495,-0.23094123286863155,1.0,0.365150846813377,-0.30735216986300473,0.48170317694054615,0.43459386435989994,0.47748717429725274,-0.1534885577035981,0.385602747414221,-0.30701165372068023,-0.19523721063887084,-0.10617861921691464,0.07767345983399569,0.3931762806423995,0.23563039287926846,-0.13070114826120974,0.4534254456443256,-0.30663490843678154,-0.21501809560912558,-0.06706419812129265,-0.21152045409000184,0.36111593164840816,-0.30327560642679036,0.4082579791537381,-0.12043569915015805,0.4827438315442216,-0.29411237374422516
INFY,0.1151490132008911,-0.674151190043304,0.874596339680783,-0.7935768298745829,-0.7771638500398821,0.869111221897032,-0.8070937507110342,0.8770824420880367,-0.7806661023597191,0.8822820865658063,-0.7820374685040298,0.8732540523361697,-0.8096876895424113,-0.7730515917537527,0.8805617246675247,0.8722724253924732,-0.7789463358454914,-0.6529784480945787,-0.5470727109611159,-0.8011560514520298,0.8738193132061489,-0.7895875742719296,0.8760959535564828,-0.7916048970690086,0.365150846813377,1.0,-0.8186263658006492,0.8407565414835139,0.8577076504559576,0.8556714975837832,-0.7049966593459976,0.8743321074544586,-0.8351099030988137,-0.7992758206873443,-0.6294794978067203,-0.41226533575429924,0.8778568268043219,0.15135321509730734,-0.7389058733034333,0.8642448542136077,-0.807234533445232,-0.7355007445299349,-0.5990671712961708,-0.7891456040882064,0.8757789172093142,-0.7046307269939033,0.8677110447476726,-0.5595505770395917,0.701487713003518,-0.7535589758190412
ITC,0.2458028586259034,0.8333467318281501,-0.9623315940991066,0.9260445382581661,0.9098070225437066,-0.9607678266445868,0.9516503246419978,-0.9601808963577363,0.9202320452459971,-0.9561856527255556,0.9110594444727329,-0.9660098973311597,0.9204956132187176,0.9083795567225963,-0.953685748918094,-0.9461427921054749,0.925961177445746,0.8983521051244444,0.6819564378202688,0.9205662549543855,-0.9620068046026038,0.9213254597389545,-0.9589996124186928,0.9397455024347001,-0.30735216986300473,-0.8186263658006492,1.0,-0.8527812962798358,-0.9055644437905904,-0.8807835656773011,0.8680216865425646,-0.9572411999071387,0.9569099109732212,0.9289861163230859,0.8022529702214508,0.5291478876503506,-0.9563745526204318,-0.026512886924568487,0.8930237347981658,-0.9186863303206524,0.9339992189678452,0.9058472630857585,0.7603118961690283,0.9310169949849719,-0.967130616524584,0.9247591549777828,-0.9078335850558255,0.7060152474923861,-0.6470535865168283,0.9427842322224279
