Ticker,Cumulative_Return
TCS,22.240611818293793
BRITANNIA,13.873355723102645
BAJFINANCE,3.7552959641523684
APOLLOHOSP,3.3063785643833747
BAJAJ-AUTO,3.2042960730768817
HEROMOTOCO,3.194772872445477
HINDUNILVR,2.631352924817907
RELIANCE,2.307998880553488
MARUTI,2.302874354720674
BHARTIARTL,2.1704211957866564
